,ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,DIRECTORY,EDITION,PAGE,GRID_REFERENCE_X,GRID_REFERENCE_Y,LIGHT_CONDITION,LIGHT_CONDITION_DESC,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,NODE_ID,NODE_TYPE,AMG_X,AMG_Y,LG_AREA_NAME,REGION_NAME,DEG_URBAN_NAME,LATITUDE,LONGITUDE,POSTCODE,NEAREST_NATIONAL_PARK_NAME
808,T20080015108,26/04/08,02.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,46,D,3,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,100,216785,N,2513328.08,2544089.148,SHEPPARTON,NORTH EASTERN REGION,RURAL_VICTORIA,-36.60256,145.14898,3610,Heathcote-Graytown National Park
809,T20080015319,28/04/08,08.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,55,E,4,1,Day,1,2,0,2,0,0,1,5,Not at intersection,3,100,216311,N,2253673.615,2477543.688,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,RURAL_VICTORIA,-37.17003,142.22566,3314,Grampians National Park
810,T20080015377,28/04/08,14.30.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,33,C,8,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,216373,N,2557031.531,2564313.356,SHEPPARTON,NORTH EASTERN REGION,RURAL_VICTORIA,-36.41866,145.63598,3631,Lower Goulburn National Park
811,T20080016279,01/03/08,21.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,59,F,2,5,Dark No street lights,1,1,0,1,0,0,2,5,Not at intersection,3,90,216074,N,2435617.975,2493874.845,MOUNT ALEXANDER,NORTHERN REGION,RURAL_VICTORIA,-37.05299,144.27608,3451,Greater Bendigo National Park
812,T20080016299,03/05/08,18.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,99,C,5,5,Dark No street lights,1,1,0,1,0,0,2,5,Not at intersection,3,100,74421,N,2686112.16,2360753.932,WELLINGTON,EASTERN REGION,RURAL_VICTORIA,-38.23596,147.12578,3851,Tarra-Bulga National Park
813,T20080016332,20/04/08,16.30.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,666,J,7,1,Day,1,1,1,0,0,0,2,5,Not at intersection,2,999,74422,N,2611034.098,2560705.787,WANGARATTA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.44638,146.23865,3678,Warby-Ovens National Park
814,T20080016586,07/05/08,18.05.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,32,B,9,5,Dark No street lights,1,2,2,0,0,0,1,5,Not at intersection,2,100,217551,N,2501245.8,2559333.286,CAMPASPE,NORTHERN REGION,RURAL_VICTORIA,-36.46526,145.0139,3623,Heathcote-Graytown National Park
815,T20080018123,18/05/08,20.40.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,MEL,40,135,D,12,5,Dark No street lights,1,2,2,0,0,0,1,5,Not at intersection,2,80,216593,N,2530366.633,2373847.801,CASEY,METROPOLITAN SOUTH EAST REGION,SMALL_TOWNS,-38.13623,145.34636,3978,French Island National Park
816,T20080019017,25/05/08,04.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,92,D,6,5,Dark No street lights,2,3,0,1,0,2,1,5,Not at intersection,3,100,216705,N,2388305.203,2353697.551,COLAC OTWAY,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.31149,143.723,3243,Great Otway National Park
817,T20080019051,10/03/08,15.30.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,MEL,40,422,A,9,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,80,216646,N,2443530.913,2384706.925,GEELONG,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.03718,144.35676,3212,Brisbane Ranges National Park
818,T20080019444,29/05/08,02.35.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,76,G,3,5,Dark No street lights,1,1,0,1,0,0,1,2,T intersection,3,80,28767,I,2406229.951,2431545.227,MOORABOOL,WESTERN REGION,RURAL_VICTORIA,-37.61217,143.93784,3352,Brisbane Ranges National Park
819,T20080020795,07/06/08,17.35.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,63,B,4,2,Dusk/Dawn,1,1,0,1,0,0,2,5,Not at intersection,3,100,217434,N,2593545.891,2480114.621,MANSFIELD,NORTH EASTERN REGION,RURAL_VICTORIA,-37.17454,146.05353,3723,Lake Eildon National Park
820,T20080020965,08/06/08,11.20.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,59,F,9,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,999,217121,N,2438517.04,2445410.571,MOORABOOL,WESTERN REGION,RURAL_VICTORIA,-37.48992,144.3047,3458,Brisbane Ranges National Park
821,T20080021075,10/06/08,09.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,MEL,40,268,G,4,1,Day,1,1,1,0,0,0,2,5,Not at intersection,2,999,144958,N,2539570.403,2430601.254,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.62455,145.44829,3775,Dandenong Ranges National Park
822,T20080021180,08/06/08,15.30.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,83,F,8,1,Day,1,1,1,0,0,0,2,5,Not at intersection,2,100,217072,N,2698675.018,2394651.879,WELLINGTON,EASTERN REGION,RURAL_VICTORIA,-37.92805,147.26003,3862,Mitchell River National Park
823,T20080021730,15/06/08,00.20.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,704,D,1,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,60,217215,N,2580749.024,2373203.462,BAW BAW,EASTERN REGION,RURAL_VICTORIA,-38.13901,145.92107,3820,Yarra Ranges National Park
824,T20080021863,15/06/08,22.55.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,429,A,9,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,80,217155,N,2532878.723,2432961.772,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.60354,145.37238,3775,Kinglake National Park
825,T20080022015,19/05/08,17.45.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,34,H,9,2,Dusk/Dawn,1,1,0,1,0,0,2,5,Not at intersection,3,50,218150,N,2623928.027,2560437.377,WANGARATTA,NORTH EASTERN REGION,SMALL_TOWNS,-36.4472,146.38252,3678,Warby-Ovens National Park
826,T20080022132,17/06/08,18.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,23,A,7,5,Dark No street lights,2,2,1,0,0,1,1,5,Not at intersection,2,100,218638,N,2550530.278,2627005.567,MOIRA,NORTH EASTERN REGION,RURAL_VICTORIA,-35.85403,145.55938,3644,Lower Goulburn National Park
827,T20080023087,10/06/08,09.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,59,C,6,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,217985,N,2420894.628,2468571.676,HEPBURN,WESTERN REGION,RURAL_VICTORIA,-37.27989,144.10787,3461,Brisbane Ranges National Park
828,T20080023280,09/06/08,16.00.00,3,Struck animal,1,Monday,167,STRUCK ANIMAL                        ,VCS,9,443,B,11,1,Day,1,1,0,1,0,0,2,9,Unknown,3,100,285089,N,2424927.655,2383330.935,GOLDEN PLAINS,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.04825,144.14472,3331,Brisbane Ranges National Park
829,T20080025440,11/07/08,16.30.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,453,F,11,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,218017,N,2432892.068,2358156.152,SURF COAST,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.27565,144.23314,3217,Brisbane Ranges National Park
830,T20080025878,16/07/08,01.30.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,98,D,3,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,217902,N,2652951.4,2375241.029,WELLINGTON,EASTERN REGION,RURAL_VICTORIA,-38.11155,146.74408,3858,Tarra-Bulga National Park
831,T20080026671,21/07/08,18.20.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,103,H,4,5,Dark No street lights,2,2,1,0,0,1,1,5,Not at intersection,2,100,217854,N,2628315.522,2316201.599,SOUTH GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-38.64702,146.47363,3966,Tarra-Bulga National Park
832,T20080027327,26/07/08,07.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,88,C,3,2,Dusk/Dawn,1,1,0,1,0,0,2,5,Not at intersection,3,100,217823,N,2207989.368,2374844.178,GLENELG,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.08175,141.67108,3304,Mount Eccles National Park
833,T20080027820,29/07/08,19.25.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,91,C,6,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,217971,N,2335538.962,2355653.224,CORANGAMITE,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.286,143.1203,3260,Port Campbell National Park
834,T20080028488,04/08/08,04.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,96,D,4,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,218166,N,2562764.821,2369178.43,BAW BAW,EASTERN REGION,RURAL_VICTORIA,-38.17666,145.71628,3816,French Island National Park
835,T20080028804,05/08/08,20.45.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,44,E,4,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,218006,N,2428402.71,2535835.573,BENDIGO,NORTHERN REGION,RURAL_VICTORIA,-36.67432,144.19893,3556,Greater Bendigo National Park
836,T20080028835,07/05/08,20.15.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,7,C,6,5,Dark No street lights,1,2,0,1,0,1,2,5,Not at intersection,3,100,218257,N,2283412.345,2743263.492,SWAN HILL,NORTHERN REGION,RURAL_VICTORIA,-34.78355,142.63479,3549,Hattah - Kulkyne National Park
837,T20080028922,06/08/08,22.00.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,14,C,9,5,Dark No street lights,2,2,0,1,0,1,1,5,Not at intersection,3,80,218173,N,2376425.448,2669368.466,SWAN HILL,NORTHERN REGION,RURAL_VICTORIA,-35.46564,143.6388,3584,Gunbower National Park
838,T20080029000,07/08/08,19.50.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,32,H,5,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,100,218259,N,2538829.572,2587448.092,SHEPPARTON,NORTH EASTERN REGION,RURAL_VICTORIA,-36.21108,145.43184,3634,Lower Goulburn National Park
839,T20080029401,10/08/08,13.20.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,71,G,4,1,Day,1,1,0,1,0,0,1,5,Not at intersection,3,100,218533,N,2175916.011,2421144.228,GLENELG,SOUTH WESTERN REGION,RURAL_VICTORIA,-37.65425,141.32615,3312,Lower Glenelg National Park
840,T20080030144,15/08/08,17.20.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,645,P,4,2,Dusk/Dawn,1,1,1,0,0,0,1,2,T intersection,2,100,35905,I,2675638.277,2589451.97,WODONGA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.17758,146.95261,3691,Chiltern-Mt Pilot National Park
841,T20080030279,16/08/08,20.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,62,D,7,5,Dark No street lights,1,1,0,1,0,0,2,5,Not at intersection,3,100,218563,N,2563989.04,2461970.875,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.34053,145.72222,3714,Lake Eildon National Park
842,T20080030406,17/08/08,18.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,MEL,40,469,G,9,5,Dark No street lights,2,2,1,0,0,1,1,5,Not at intersection,2,100,218382,N,2457438.851,2365454.444,GEELONG,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.21136,144.51406,3222,Point Nepean National Park
843,T20080031769,28/08/08,14.15.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,33,H,2,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,34941,N,2589689.9,2604548.566,MOIRA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.05353,145.99545,3730,Warby-Ovens National Park
844,T20080031770,14/08/08,14.15.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,33,H,2,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,218419,N,2589685.689,2604148.029,MOIRA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.05714,145.99545,3730,Warby-Ovens National Park
845,T20080032619,03/09/08,05.55.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,63,D,6,2,Dusk/Dawn,1,1,0,1,0,0,2,5,Not at intersection,3,50,218695,N,2600326.579,2468433.792,MANSFIELD,NORTH EASTERN REGION,RURAL_VICTORIA,-37.2791,146.13145,3723,Lake Eildon National Park
846,T20080032639,21/07/07,07.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,34,G,4,2,Dusk/Dawn,1,1,0,1,0,0,2,5,Not at intersection,3,100,218462,N,2618682.649,2593668.539,WANGARATTA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.1484,146.31887,3678,Warby-Ovens National Park
847,T20080032683,04/09/08,18.30.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,58,E,9,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,100,218707,N,2393855.77,2446848.262,BALLARAT,WESTERN REGION,RURAL_VICTORIA,-37.47296,143.79988,3352,Brisbane Ranges National Park
848,T20080035035,24/09/08,05.20.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,32,C,7,2,Dusk/Dawn,1,1,0,1,0,0,1,5,Not at intersection,3,100,218965,N,2506077.093,2573194.022,CAMPASPE,NORTHERN REGION,RURAL_VICTORIA,-36.34032,145.0677,3620,Lower Goulburn National Park
849,T20080036482,04/10/08,00.20.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,84,F,5,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,100,221780,N,2748401.043,2413584.038,EAST GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-37.74558,147.81902,3885,The Lakes National Park
850,T20080036544,05/10/08,08.39.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,97,E,8,1,Day,1,1,1,0,0,0,1,5,Not at intersection,2,100,219095,N,2606786.281,2343637.809,SOUTH GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-38.40268,146.22236,3871,Morwell National Park
851,T20080036545,05/10/08,06.50.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,77,E,4,2,Dusk/Dawn,1,1,1,0,0,0,2,5,Not at intersection,2,999,219096,N,2432087.857,2426552.206,MOORABOOL,WESTERN REGION,RURAL_VICTORIA,-37.6594,144.23027,3342,Brisbane Ranges National Park
852,T20080037182,08/10/08,14.30.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,72,H,8,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,219146,N,2233628.242,2396794.801,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,RURAL_VICTORIA,-37.89181,141.97111,3300,Mount Eccles National Park
853,T20080037721,30/07/08,15.00.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,40,J,7,1,Day,1,1,0,1,0,0,2,2,T intersection,3,100,35893,I,2272630.591,2510878.937,HORSHAM,WESTERN REGION,RURAL_VICTORIA,-36.8745,142.44912,3385,Grampians National Park
854,T20080038161,11/10/08,01.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,23,D,9,5,Dark No street lights,1,2,1,1,0,0,2,5,Not at intersection,2,100,219178,N,2563021.785,2614988.932,MOIRA,NORTH EASTERN REGION,RURAL_VICTORIA,-35.96158,145.69863,3644,Lower Goulburn National Park
855,T20080038305,17/10/08,19.30.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,35,C,8,2,Dusk/Dawn,1,1,1,0,0,0,1,5,Not at intersection,2,100,220591,N,2646933.542,2565841.598,INDIGO,NORTH EASTERN REGION,RURAL_VICTORIA,-36.39521,146.63808,3747,Chiltern-Mt Pilot National Park
856,T20080038408,18/10/08,21.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,47,D,9,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,100,219284,N,2565816.168,2500551.055,MANSFIELD,NORTH EASTERN REGION,RURAL_VICTORIA,-36.99273,145.73946,3715,Lake Eildon National Park
857,T20080038769,21/10/08,05.45.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,76,D,3,5,Dark No street lights,1,1,1,0,0,0,2,5,Not at intersection,2,100,219325,N,2388463.45,2431607.867,GOLDEN PLAINS,SOUTH WESTERN REGION,RURAL_VICTORIA,-37.60965,143.73663,3351,Brisbane Ranges National Park
858,T20080040328,31/10/08,22.50.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,98,D,7,5,Dark No street lights,1,2,0,2,0,0,2,5,Not at intersection,3,100,219451,N,2649947.321,2349022.189,WELLINGTON,EASTERN REGION,RURAL_VICTORIA,-38.34819,146.71522,3847,Tarra-Bulga National Park
859,T20080040980,05/11/08,20.55.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,103,D,4,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,100,219519,N,2607402.445,2318524.353,SOUTH GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-38.62878,146.23314,3960,Morwell National Park
860,T20080041062,07/11/08,05.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,427,D,5,3,Dark Street lights on,1,2,0,1,0,1,1,5,Not at intersection,3,100,219541,N,2502620.86,2440000.557,WHITTLESEA,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.54069,145.02966,3751,Kinglake National Park
861,T20080041348,08/11/08,22.45.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,76,E,3,5,Dark No street lights,1,4,0,2,0,2,1,2,T intersection,3,90,224350,I,2391900.258,2430008.33,GOLDEN PLAINS,SOUTH WESTERN REGION,RURAL_VICTORIA,-37.62447,143.77532,3351,Brisbane Ranges National Park
862,T20080041424,09/11/08,18.50.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,414,B,1,2,Dusk/Dawn,1,2,0,2,0,0,2,5,Not at intersection,3,100,219569,N,2442638.281,2473748.953,MACEDON RANGES,NORTHERN REGION,RURAL_VICTORIA,-37.23482,144.35348,3444,Organ Pipes National Park
863,T20080042050,11/11/08,21.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,75,D,5,5,Dark No street lights,1,1,0,1,0,0,9,5,Not at intersection,3,100,220078,N,2336954.907,2421023.1,PYRENEES,WESTERN REGION,RURAL_VICTORIA,-37.69743,143.15099,3361,Kara Kara National Park
864,T20080042538,17/11/08,21.20.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,91,E,5,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,100,219653,N,2342015.754,2366406.554,CORANGAMITE,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.19028,143.19664,3260,Port Campbell National Park
865,T20080042904,09/03/08,09.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,101,B,2,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,225350,N,2377671.875,2326104.858,COLAC OTWAY,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.55865,143.5968,3239,Great Otway National Park
866,T20080043720,26/11/08,07.30.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,602,H,9,1,Day,1,1,1,0,0,0,1,5,Not at intersection,2,60,219744,N,2430837.263,2531163.291,BENDIGO,NORTHERN REGION,RURAL_VICTORIA,-36.71661,144.22574,3556,Greater Bendigo National Park
867,T20080045571,09/12/08,23.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,59,C,3,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,74755,N,2421824.896,2489045.358,MOUNT ALEXANDER,NORTHERN REGION,RURAL_VICTORIA,-37.09547,144.1205,3462,Greater Bendigo National Park
868,T20080045624,09/12/08,06.50.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,68,G,4,2,Dusk/Dawn,1,1,1,0,0,0,1,5,Not at intersection,2,100,220505,N,2847086.278,2477944.249,EAST GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-37.13456,148.90791,3888,Errinundra National Park
869,T20080046299,12/12/08,10.45.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,98,D,7,9,Unknown,1,2,0,1,0,1,1,5,Not at intersection,3,100,223006,N,2650581.768,2352025.29,WELLINGTON,EASTERN REGION,RURAL_VICTORIA,-38.32104,146.72185,3847,Tarra-Bulga National Park
870,T20080046530,12/12/08,02.15.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,MEL,40,328,F,6,5,Dark No street lights,1,1,1,0,0,0,2,5,Not at intersection,2,60,219863,N,2453275.039,2429994.621,MOORABOOL,WESTERN REGION,RURAL_VICTORIA,-37.62968,144.47062,3340,Organ Pipes National Park
871,T20080046579,16/12/08,05.20.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,427,H,5,2,Dusk/Dawn,3,3,0,3,0,0,1,5,Not at intersection,3,100,219895,N,2509867.69,2440721.017,WHITTLESEA,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.53415,145.11166,3755,Kinglake National Park
872,T20080047177,19/12/08,21.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,2,B,8,5,Dark No street lights,1,4,0,4,0,0,1,5,Not at intersection,3,100,220192,N,2188898.905,2784899.947,MILDURA,WESTERN REGION,RURAL_VICTORIA,-34.38297,141.61955,3496,Murray - Sunset National Park
873,T20090000006,31/12/08,23.35.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,60,C,4,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,220158,N,2470930.721,2485924.536,MACEDON RANGES,NORTHERN REGION,RURAL_VICTORIA,-37.1264,144.67283,3444,Heathcote-Graytown National Park
874,T20090000351,04/01/09,00.45.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,47,G,3,5,Dark No street lights,1,1,0,1,0,0,2,5,Not at intersection,3,110,220294,N,2581537.214,2546207.668,BENALLA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.58004,145.91117,3670,Warby-Ovens National Park
875,T20090001215,21/09/08,11.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,419,D,13,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,220763,N,2537544.826,2448013.829,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.46773,145.42446,3777,Kinglake National Park
876,T20090001272,12/01/09,01.30.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,81,D,3,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,100,220769,N,2603240.383,2432840.102,BAW BAW,EASTERN REGION,RURAL_VICTORIA,-37.5995,146.16924,3825,Yarra Ranges National Park
877,T20090001727,04/01/09,10.15.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,443,C,5,1,Day,1,1,1,0,0,0,2,5,Not at intersection,2,100,221333,N,2426944.879,2394750.056,GOLDEN PLAINS,SOUTH WESTERN REGION,RURAL_VICTORIA,-37.94554,144.16883,3331,Brisbane Ranges National Park
878,T20090002327,21/01/09,06.05.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,77,C,8,2,Dusk/Dawn,1,1,1,0,0,0,1,5,Not at intersection,2,100,220564,N,2418853.498,2402214.431,GOLDEN PLAINS,SOUTH WESTERN REGION,RURAL_VICTORIA,-37.87762,144.07761,3333,Brisbane Ranges National Park
879,T20090002737,24/01/09,01.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,31,F,3,5,Dark No street lights,1,1,0,1,0,0,1,5,Not at intersection,3,100,220618,N,2486881.602,2599502.83,CAMPASPE,NORTHERN REGION,RURAL_VICTORIA,-36.10314,144.85431,3564,Barmah National Park
880,T20090002763,23/01/09,19.30.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,81,F,3,2,Dusk/Dawn,1,1,0,1,0,0,1,5,Not at intersection,3,50,220663,N,2611003.472,2436035.483,MANSFIELD,NORTH EASTERN REGION,RURAL_VICTORIA,-37.56982,146.25667,3723,Yarra Ranges National Park
881,T20090002836,24/01/09,22.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,58,C,2,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,100,220668,N,2380505.062,2492799.009,CENTRAL GOLDFIELDS,WESTERN REGION,RURAL_VICTORIA,-37.0573,143.65628,3465,Kara Kara National Park
882,T20090003309,28/01/09,05.45.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,428,E,4,5,Dark No street lights,1,1,1,0,0,0,1,5,Not at intersection,2,999,220915,N,2519802.07,2443274.754,WHITTLESEA,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.51098,145.224,3757,Kinglake National Park
883,T20090003389,26/01/09,09.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,414,E,12,1,Day,1,1,0,1,0,0,2,5,Not at intersection,3,100,220613,N,2449415.062,2452482.201,MACEDON RANGES,NORTHERN REGION,RURAL_VICTORIA,-37.42685,144.42842,3458,Organ Pipes National Park
884,T20090003727,01/02/09,08.30.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,98,E,5,1,Day,2,2,0,2,0,0,1,5,Not at intersection,3,100,225314,N,2656307.246,2364319.691,WELLINGTON,EASTERN REGION,RURAL_VICTORIA,-38.20936,146.78467,3847,Tarra-Bulga National Park
